year,home,home_triple_plays,home_complete_game,home_no_hitter,home_perfect_game,home_games,away_triple_plays,away_complete_game,away_no_hitter,away_perfect_game,away_games
1970,ATL,0,24,0,0,81,0,21,0,0,81
1970,BAL,0,35,0,0,81,0,25,0,0,81
1970,BOS,0,21,0,0,81,0,17,0,0,81
1970,CAL,0,14,1,0,81,1,7,0,0,81
1970,CHA,0,12,0,0,84,0,8,0,0,78
1970,CHN,0,30,0,0,80,0,29,0,0,82
1970,CIN,0,18,0,0,81,0,14,0,0,81
1970,CLE,0,16,0,0,81,1,18,0,0,81
1970,DET,0,17,0,0,81,0,16,0,0,81
1970,HOU,0,23,0,0,81,0,13,0,0,81
1970,KCA,0,18,0,0,79,0,12,0,0,83
1970,LAN,0,19,1,0,81,0,18,0,0,80
1970,MIL,0,17,0,0,81,0,14,0,0,82
1970,MIN,0,16,0,0,81,0,10,0,0,81
1970,MON,0,18,0,0,80,0,11,0,0,82
1970,NYA,0,24,0,0,81,0,12,0,0,82
1970,NYN,0,25,0,0,82,0,22,0,0,80
1970,OAK,0,19,1,0,81,0,14,0,0,81
1970,PHI,0,13,0,0,80,0,11,0,0,81
1970,PIT,1,22,0,0,82,0,14,1,0,80
1970,SDN,0,13,0,0,81,0,11,0,0,81
1970,SFN,0,28,0,0,81,0,22,0,0,81
1970,SLN,0,24,0,0,81,0,27,0,0,81
1970,WS2,0,12,0,0,81,0,8,0,0,81
1971,ATL,0,21,0,0,82,0,19,0,0,80
1971,BAL,0,38,0,0,77,0,33,0,0,81
1971,BOS,0,21,0,0,80,0,23,0,0,82
1971,CAL,0,22,0,0,81,0,17,0,0,81
1971,CHA,0,24,0,0,81,0,22,0,0,81
1971,CHN,0,35,0,0,81,0,40,1,0,81
1971,CIN,0,18,0,0,81,0,9,0,0,81
1971,CLE,0,10,0,0,81,0,11,0,0,81
1971,DET,0,33,0,0,81,0,20,0,0,81
1971,HOU,2,19,0,0,81,0,24,0,0,81
1971,KCA,0,17,0,0,81,0,17,0,0,80
1971,LAN,0,25,0,0,81,0,23,0,0,81
1971,MIL,0,20,0,0,82,1,12,0,0,79
1971,MIN,0,19,0,0,79,0,24,0,0,81
1971,MON,0,25,0,0,80,0,23,0,0,82
1971,NYA,0,38,0,0,81,0,29,0,0,81
1971,NYN,0,19,0,0,81,0,23,0,0,81
1971,OAK,0,30,0,0,81,0,27,0,0,79
1971,PHI,0,19,0,0,81,0,12,1,0,81
1971,PIT,1,23,0,0,80,0,20,0,0,82
1971,SDN,1,25,0,0,81,0,22,0,0,80
1971,SFN,0,27,0,0,81,0,18,0,0,81
1971,SLN,0,27,0,0,82,0,29,1,0,81
1971,WS2,0,18,0,0,80,0,11,0,0,78
1972,ATL,0,17,0,0,78,0,23,0,0,77
1972,BAL,0,32,0,0,77,0,30,0,0,77
1972,BOS,1,29,0,0,78,0,19,0,0,77
1972,CAL,0,32,0,0,79,1,24,0,0,75
1972,CHA,0,24,0,0,78,0,12,0,0,76
1972,CHN,0,23,2,0,77,1,31,0,0,79
1972,CIN,0,10,0,0,76,0,15,0,0,78
1972,CLE,0,22,0,0,77,0,25,0,0,79
1972,DET,0,25,0,0,78,0,21,0,0,78
1972,HOU,0,20,0,0,77,0,18,0,0,76
1972,KCA,0,24,0,0,77,1,20,0,0,77
1972,LAN,0,27,0,0,75,0,23,0,0,80
1972,MIL,0,19,0,0,79,0,18,0,0,77
1972,MIN,0,21,0,0,74,0,16,0,0,80
1972,MON,1,21,1,0,78,0,18,0,0,78
1972,NYA,0,19,0,0,77,0,16,0,0,78
1972,NYN,0,16,0,0,78,0,16,0,0,78
1972,OAK,0,26,0,0,77,0,16,0,0,78
1972,PHI,0,22,0,0,79,0,21,0,0,77
1972,PIT,0,17,0,0,78,0,22,0,0,77
1972,SDN,1,20,0,0,80,0,19,0,0,73
1972,SFN,0,23,0,0,77,0,21,0,0,78
1972,SLN,0,35,0,0,77,0,29,0,0,79
1972,TEX,0,7,0,0,77,0,4,0,0,76
1973,ATL,0,17,1,0,81,0,17,0,0,81
1973,BAL,1,32,0,0,81,1,35,0,0,81
1973,BOS,0,33,0,0,81,0,34,0,0,81
1973,CAL,0,41,0,0,81,0,31,2,0,81
1973,CHA,0,25,0,0,81,0,23,0,0,81
1973,CHN,0,11,0,0,80,0,16,0,0,81
1973,CIN,0,21,0,0,80,0,18,0,0,81
1973,CLE,0,28,0,0,81,1,27,0,0,81
1973,DET,0,16,0,0,81,0,23,0,0,81
1973,HOU,0,22,0,0,81,0,23,0,0,81
1973,KCA,0,20,0,0,81,0,20,1,0,81
1973,LAN,0,27,0,0,81,0,18,0,0,81
1973,MIL,0,29,0,0,81,0,21,0,0,81
1973,MIN,0,22,0,0,81,0,26,0,0,81
1973,MON,1,14,0,0,81,0,12,0,0,81
1973,NYA,0,25,0,0,81,0,22,0,0,81
1973,NYN,0,26,0,0,81,0,21,0,0,80
1973,OAK,0,27,0,0,81,0,19,0,0,81
1973,PHI,0,24,0,0,81,0,25,0,0,81
1973,PIT,0,14,0,0,81,0,12,0,0,81
1973,SDN,0,18,0,0,81,0,16,0,0,81
1973,SFN,0,14,0,0,81,0,18,0,0,80
1973,SLN,0,25,0,0,81,0,17,0,0,81
1973,TEX,0,18,0,0,81,0,17,1,0,81
1974,ATL,0,23,0,0,81,0,23,0,0,82
1974,BAL,0,26,0,0,81,0,31,0,0,81
1974,BOS,0,35,0,0,81,0,36,0,0,81
1974,CAL,0,36,1,0,81,0,28,0,0,82
1974,CHA,0,27,0,0,82,0,28,0,0,81
1974,CHN,0,11,0,0,81,0,12,0,0,81
1974,CIN,0,21,0,0,82,0,13,0,0,81
1974,CLE,0,26,1,1,81,0,19,0,0,81
1974,DET,0,28,0,0,81,0,26,0,0,81
1974,HOU,0,22,0,0,81,0,14,0,0,81
1974,KCA,0,25,0,0,81,0,29,1,0,81
1974,LAN,0,18,0,0,81,0,15,0,0,81
1974,MIL,0,20,0,0,81,0,23,0,0,81
1974,MIN,0,25,0,0,82,0,18,0,0,81
1974,MON,0,20,0,0,80,0,15,0,0,81
1974,NYA,0,29,0,0,81,0,24,0,0,81
1974,NYN,0,24,0,0,81,0,22,0,0,81
1974,OAK,0,27,0,0,81,0,22,0,0,80
1974,PHI,0,21,0,0,81,0,25,0,0,81
1974,PIT,0,32,0,0,81,0,19,0,0,81
1974,SDN,0,14,0,0,81,0,11,0,0,81
1974,SFN,0,14,0,0,81,0,13,0,0,81
1974,SLN,0,22,0,0,81,0,15,0,0,80
1974,TEX,0,36,0,0,79,0,26,0,0,81
1975,ATL,0,14,0,0,80,0,18,0,0,81
1975,BAL,0,41,0,0,77,0,29,0,0,82
1975,BOS,0,30,0,0,81,0,32,0,0,79
1975,CAL,0,27,1,0,80,0,31,0,0,80
1975,CHA,0,15,0,0,81,0,19,0,0,80
1975,CHN,0,14,0,0,81,0,13,0,0,81
1975,CIN,0,13,0,0,81,0,9,0,0,81
1975,CLE,0,16,0,0,80,0,21,0,0,79
1975,DET,0,24,0,0,80,0,28,0,0,79
1975,HOU,0,18,0,0,81,0,21,0,0,81
1975,KCA,0,30,0,0,81,0,22,0,0,80
1975,LAN,0,32,0,0,81,0,19,0,0,81
1975,MIL,0,17,0,0,81,0,19,0,0,81
1975,MIN,0,30,0,0,82,0,27,0,0,77
1975,MON,1,11,0,0,81,0,19,0,0,81
1975,NYA,0,33,0,0,78,0,37,0,0,82
1975,NYN,0,24,0,0,81,0,16,0,0,81
1975,OAK,0,22,0,0,81,0,14,0,0,81
1975,PHI,0,20,0,0,81,0,13,0,0,81
1975,PIT,0,26,0,0,80,0,17,0,0,81
1975,SDN,0,25,0,0,81,0,15,0,0,81
1975,SFN,0,23,1,0,81,0,14,0,0,80
1975,SLN,0,16,0,0,82,0,17,0,0,81
1975,TEX,0,29,0,0,80,0,31,0,0,82
1976,ATL,0,16,0,0,81,0,17,0,0,81
1976,BAL,0,31,0,0,81,0,28,0,0,81
1976,BOS,0,22,0,0,81,0,27,0,0,81
1976,CAL,0,38,0,0,81,0,26,0,0,81
1976,CHA,0,27,0,0,80,0,27,0,0,81
1976,CHN,0,13,0,0,81,0,14,0,0,81
1976,CIN,0,20,0,0,81,0,13,0,0,81
1976,CLE,1,16,0,0,79,0,14,0,0,80
1976,DET,0,29,0,0,80,0,26,0,0,81
1976,HOU,0,27,1,0,82,0,15,0,0,80
1976,KCA,0,22,0,0,81,0,19,0,0,81
1976,LAN,0,28,0,0,81,0,19,0,0,81
1976,MIL,0,21,0,0,80,0,23,0,0,80
1976,MIN,0,14,0,0,81,1,15,0,0,81
1976,MON,0,16,0,0,80,0,10,0,0,82
1976,NYA,0,31,0,0,80,0,31,0,0,78
1976,NYN,0,27,0,0,82,0,26,0,0,80
1976,OAK,0,24,0,0,81,0,15,0,0,80
1976,PHI,0,18,0,0,81,0,16,0,0,81
1976,PIT,0,26,1,0,81,0,19,0,0,81
1976,SDN,0,28,0,0,80,0,19,0,0,82
1976,SFN,0,14,0,0,81,1,13,1,0,81
1976,SLN,0,18,0,0,81,0,17,0,0,81
1976,TEX,0,32,0,0,81,0,32,0,0,81
1977,ATL,0,15,0,0,81,0,13,0,0,81
1977,BAL,0,36,0,0,81,1,29,0,0,80
1977,BOS,0,16,0,0,80,0,24,0,0,81
1977,CAL,1,26,0,0,81,1,26,0,0,80
1977,CHA,0,19,0,0,81,0,15,0,0,81
1977,CHN,0,12,0,0,81,0,4,0,0,81
1977,CIN,0,14,0,0,81,0,19,0,0,81
1977,CLE,0,26,1,0,81,0,19,0,0,80
1977,DET,0,22,0,0,81,0,22,0,0,81
1977,HOU,0,23,0,0,81,0,14,0,0,81
1977,KCA,0,23,1,0,81,0,18,0,0,81
1977,LAN,0,18,0,0,81,0,16,0,0,81
1977,MIL,0,19,0,0,81,0,19,0,0,81
1977,MIN,0,22,0,0,80,0,13,0,0,81
1977,MON,0,17,0,0,81,0,14,0,0,81
1977,NYA,0,27,0,0,81,0,25,0,0,81
1977,NYN,0,14,0,0,79,0,13,0,0,83
1977,OAK,0,16,0,0,81,0,16,0,0,80
1977,PHI,0,22,0,0,81,0,9,0,0,81
1977,PIT,0,13,0,0,81,0,12,0,0,81
1977,SDN,0,4,0,0,81,0,2,0,0,81
1977,SEA,1,10,0,0,80,0,8,0,0,81
1977,SFN,0,16,0,0,81,0,11,0,0,81
1977,SLN,1,16,0,0,83,0,10,0,0,79
1977,TEX,1,20,0,0,81,0,29,1,0,81
1977,TOR,0,22,0,0,80,0,18,0,0,81
1978,ATL,1,14,0,0,81,0,15,0,0,81
1978,BAL,0,35,0,0,81,1,30,0,0,80
1978,BOS,0,33,0,0,82,0,24,0,0,81
1978,CAL,0,24,0,0,81,0,20,0,0,81
1978,CHA,0,19,0,0,80,0,19,0,0,81
1978,CHN,0,12,0,0,82,0,12,0,0,80
1978,CIN,0,7,1,0,80,0,9,0,0,81
1978,CLE,0,18,0,0,78,0,18,0,0,81
1978,DET,0,26,0,0,81,0,34,0,0,81
1978,HOU,0,33,0,0,81,2,15,0,0,81
1978,KCA,0,35,0,0,81,0,18,0,0,81
1978,LAN,0,26,0,0,81,0,20,0,0,81
1978,MIL,0,37,0,0,81,0,25,0,0,81
1978,MIN,0,32,0,0,81,0,15,0,0,80
1978,MON,0,24,0,0,80,0,18,0,0,82
1978,NYA,0,23,0,0,81,0,16,0,0,82
1978,NYN,0,12,0,0,80,0,9,0,0,82
1978,OAK,0,16,0,0,80,0,10,0,0,82
1978,PHI,0,21,0,0,82,0,17,0,0,80
1978,PIT,0,14,0,0,81,0,16,0,0,80
1978,SDN,0,15,0,0,81,1,6,0,0,81
1978,SEA,0,11,0,0,80,0,17,0,0,79
1978,SFN,0,27,0,0,81,0,15,0,0,81
1978,SLN,0,16,1,0,81,0,16,0,0,81
1978,TEX,0,31,0,0,82,0,23,0,0,80
1978,TOR,1,20,0,0,81,0,15,0,0,80
1979,ATL,0,16,0,0,79,0,16,0,0,81
1979,BAL,1,28,0,0,79,0,24,0,0,80
1979,BOS,2,27,0,0,80,1,20,0,0,80
1979,CAL,0,24,0,0,81,0,22,0,0,80
1979,CHA,0,18,0,0,79,0,10,0,0,81
1979,CHN,0,15,0,0,81,0,5,0,0,81
1979,CIN,0,13,0,0,80,0,14,0,0,81
1979,CLE,0,17,0,0,81,0,11,0,0,80
1979,DET,0,15,0,0,80,0,10,0,0,81
1979,HOU,0,30,1,0,81,0,25,0,0,81
1979,KCA,0,20,0,0,81,0,22,0,0,81
1979,LAN,0,14,0,0,81,0,16,0,0,81
1979,MIL,0,36,0,0,81,1,25,0,0,80
1979,MIN,0,20,0,0,81,0,11,0,0,81
1979,MON,0,20,0,0,81,0,13,0,0,79
1979,NYA,0,25,0,0,81,0,18,0,0,79
1979,NYN,0,9,0,0,82,0,7,0,0,81
1979,OAK,2,24,0,0,81,1,17,0,0,81
1979,PHI,0,17,0,0,81,0,16,0,0,82
1979,PIT,1,11,0,0,81,0,13,0,0,82
1979,SDN,0,17,0,0,81,0,12,0,0,80
1979,SEA,0,19,0,0,80,0,18,0,0,81
1979,SFN,0,12,0,0,81,0,13,0,0,81
1979,SLN,0,18,0,0,82,0,20,0,0,81
1979,TEX,0,14,0,0,81,0,12,0,0,81
1979,TOR,1,21,0,0,81,1,23,0,0,81
1980,ATL,0,13,0,0,80,0,16,0,0,81
1980,BAL,0,23,0,0,81,0,19,0,0,81
1980,BOS,0,16,0,0,81,0,14,0,0,79
1980,CAL,0,11,0,0,81,0,11,0,0,79
1980,CHA,1,18,0,0,81,0,14,0,0,81
1980,CHN,0,7,0,0,81,0,6,0,0,81
1980,CIN,0,17,0,0,82,0,13,0,0,81
1980,CLE,0,13,0,0,79,0,22,0,0,81
1980,DET,0,18,0,0,82,1,22,0,0,81
1980,HOU,0,15,0,0,81,0,16,0,0,82
1980,KCA,0,18,0,0,81,0,19,0,0,81
1980,LAN,0,12,0,0,82,0,12,1,1,81
1980,MIL,0,29,0,0,82,0,19,0,0,80
1980,MIN,0,19,0,0,80,0,16,0,0,81
1980,MON,0,18,0,0,80,1,15,0,0,82
1980,NYA,0,15,0,0,81,0,14,0,0,81
1980,NYN,0,10,0,0,82,0,7,0,0,80
1980,OAK,0,53,0,0,81,0,41,0,0,81
1980,PHI,0,11,0,0,81,0,14,0,0,81
1980,PIT,0,13,0,0,81,0,12,0,0,81
1980,SDN,0,10,0,0,81,0,9,0,0,82
1980,SEA,0,19,0,0,80,1,12,0,0,82
1980,SFN,1,18,0,0,81,0,9,0,0,80
1980,SLN,0,15,0,0,81,0,19,0,0,81
1980,TEX,0,16,0,0,80,0,19,0,0,83
1980,TOR,0,20,0,0,81,0,19,0,0,80
1981,ATL,0,3,0,0,50,0,8,0,0,57
1981,BAL,0,16,0,0,55,0,9,0,0,50
1981,BOS,0,10,0,0,53,0,9,0,0,55
1981,CAL,0,12,0,0,54,0,15,0,0,56
1981,CHA,1,7,0,0,49,0,13,0,0,57
1981,CHN,0,4,0,0,58,0,2,0,0,48
1981,CIN,0,11,0,0,53,0,14,0,0,54
1981,CLE,0,17,1,1,54,1,16,0,0,49
1981,DET,0,13,0,0,55,0,20,0,0,54
1981,HOU,0,15,1,0,51,0,8,0,0,59
1981,KCA,0,11,0,0,47,0,13,0,0,56
1981,LAN,0,11,0,0,56,0,15,0,0,54
1981,MIL,0,4,0,0,49,0,7,0,0,60
1981,MIN,0,6,0,0,61,0,7,0,0,49
1981,MON,0,14,1,0,56,0,6,0,0,52
1981,NYA,0,6,0,0,51,0,10,0,0,56
1981,NYN,0,5,0,0,52,0,2,0,0,53
1981,OAK,1,29,0,0,56,0,31,0,0,53
1981,PHI,0,11,0,0,55,0,8,0,0,51
1981,PIT,0,4,0,0,51,0,7,0,0,52
1981,SDN,0,5,0,0,55,0,4,0,0,55
1981,SEA,1,6,0,0,57,0,4,0,0,53
1981,SFN,0,3,0,0,53,0,5,0,0,58
1981,SLN,1,7,0,0,53,0,4,0,0,50
1981,TEX,0,15,0,0,56,0,8,0,0,49
1981,TOR,0,8,0,0,53,0,12,0,0,53
1982,ATL,0,8,0,0,81,0,7,0,0,81
1982,BAL,0,20,0,0,81,0,18,0,0,81
1982,BOS,0,12,0,0,81,0,11,0,0,81
1982,CAL,0,21,0,0,81,0,19,0,0,81
1982,CHA,0,16,0,0,80,0,14,0,0,82
1982,CHN,0,7,0,0,81,0,2,0,0,81
1982,CIN,0,15,0,0,81,0,7,0,0,81
1982,CLE,0,15,0,0,81,0,16,0,0,81
1982,DET,0,22,0,0,81,0,23,0,0,81
1982,HOU,0,22,0,0,81,0,15,0,0,81
1982,KCA,0,10,0,0,81,0,6,0,0,80
1982,LAN,0,19,0,0,81,0,18,0,0,81
1982,MIL,0,22,0,0,82,0,12,0,0,81
1982,MIN,1,14,0,0,81,0,12,0,0,81
1982,MON,0,13,0,0,81,0,21,0,0,81
1982,NYA,0,15,0,0,81,0,9,0,0,81
1982,NYN,1,9,0,0,81,1,6,0,0,81
1982,OAK,0,19,0,0,81,0,23,0,0,81
1982,PHI,0,22,0,0,81,0,16,0,0,81
1982,PIT,1,9,0,0,81,0,10,0,0,81
1982,SDN,0,11,0,0,81,0,9,0,0,81
1982,SEA,0,7,0,0,81,0,16,0,0,81
1982,SFN,0,13,0,0,81,0,5,0,0,81
1982,SLN,0,13,0,0,81,0,12,0,0,81
1982,TEX,0,18,0,0,81,0,14,0,0,81
1982,TOR,0,18,0,0,81,0,23,0,0,81
1983,ATL,0,6,0,0,80,0,12,0,0,82
1983,BAL,0,20,0,0,80,0,16,0,0,81
1983,BOS,0,16,0,0,81,0,13,0,0,81
1983,CAL,0,21,0,0,81,0,18,0,0,81
1983,CHA,0,21,0,0,81,0,14,0,0,81
1983,CHN,1,6,0,0,81,0,3,0,0,81
1983,CIN,0,17,0,0,81,0,17,0,0,81
1983,CLE,0,13,0,0,81,0,21,0,0,81
1983,DET,0,19,0,0,81,0,23,0,0,81
1983,HOU,0,14,0,0,82,0,8,0,0,80
1983,KCA,0,7,0,0,82,0,12,0,0,80
1983,LAN,0,12,0,0,80,0,15,0,0,83
1983,MIL,0,19,0,0,81,0,16,0,0,81
1983,MIN,0,11,0,0,81,1,9,0,0,81
1983,MON,0,20,0,0,81,0,18,0,0,82
1983,NYA,0,27,1,0,81,0,20,0,0,81
1983,NYN,0,11,0,0,82,0,7,0,0,80
1983,OAK,1,13,1,0,81,0,9,0,0,81
1983,PHI,0,11,0,0,82,0,9,0,0,81
1983,PIT,0,14,0,0,81,0,11,0,0,81
1983,SDN,1,13,0,0,82,0,10,0,0,81
1983,SEA,0,13,0,0,81,0,12,0,0,81
1983,SFN,0,10,0,0,81,0,10,0,0,81
1983,SLN,1,12,1,0,81,0,10,0,0,81
1983,TEX,0,23,0,0,81,0,20,0,0,82
1983,TOR,0,25,0,0,81,0,18,0,0,81
1984,ATL,0,4,0,0,81,0,13,0,0,81
1984,BAL,0,25,0,0,80,0,23,0,0,81
1984,BOS,0,19,0,0,81,0,21,0,0,81
1984,CAL,0,16,0,0,81,0,20,1,1,81
1984,CHA,0,23,0,0,81,0,20,0,0,80
1984,CHN,0,9,0,0,80,0,10,0,0,81
1984,CIN,0,18,0,0,81,0,7,0,0,81
1984,CLE,0,12,0,0,81,0,9,0,0,82
1984,DET,0,11,0,0,82,0,8,1,0,80
1984,HOU,0,14,0,0,81,0,10,0,0,81
1984,KCA,0,10,0,0,81,0,8,0,0,81
1984,LAN,0,19,0,0,81,0,20,0,0,81
1984,MIL,0,9,0,0,81,0,4,0,0,80
1984,MIN,0,17,0,0,81,1,15,0,0,81
1984,MON,0,12,0,0,81,0,7,1,1,80
1984,NYA,0,12,0,0,81,0,3,0,0,81
1984,NYN,0,5,0,0,81,0,7,0,0,81
1984,OAK,0,5,0,0,81,0,10,0,0,81
1984,PHI,0,7,0,0,81,0,4,0,0,81
1984,PIT,0,19,0,0,81,0,8,0,0,81
1984,SDN,0,7,0,0,81,0,6,0,0,81
1984,SEA,0,8,0,0,81,0,18,0,0,81
1984,SFN,0,5,0,0,81,0,4,0,0,81
1984,SLN,0,10,0,0,81,0,9,0,0,81
1984,TEX,0,17,0,0,80,0,21,0,0,81
1984,TOR,0,21,0,0,81,0,13,0,0,82
1985,ATL,0,4,0,0,81,0,5,0,0,81
1985,BAL,0,18,0,0,80,0,14,0,0,80
1985,BOS,0,22,0,0,81,0,13,0,0,82
1985,CAL,0,9,0,0,79,0,13,0,0,83
1985,CHA,0,8,0,0,81,0,12,0,0,82
1985,CHN,0,10,0,0,81,1,10,0,0,81
1985,CIN,0,11,0,0,81,0,13,0,0,81
1985,CLE,0,17,0,0,81,0,7,0,0,81
1985,DET,0,13,0,0,81,0,18,0,0,80
1985,HOU,0,7,0,0,81,0,10,0,0,81
1985,KCA,0,12,0,0,82,1,15,0,0,80
1985,LAN,0,18,0,0,81,0,19,0,0,81
1985,MIL,0,18,0,0,80,0,16,0,0,81
1985,MIN,0,24,0,0,84,0,17,0,0,78
1985,MON,0,8,0,0,81,0,5,0,0,80
1985,NYA,0,13,0,0,80,0,12,0,0,81
1985,NYN,0,17,0,0,81,0,15,0,0,81
1985,OAK,0,3,0,0,79,0,7,0,0,83
1985,PHI,0,12,0,0,81,0,12,0,0,81
1985,PIT,0,10,0,0,80,0,5,0,0,81
1985,SDN,0,10,0,0,81,0,16,0,0,81
1985,SEA,0,13,0,0,83,0,10,0,0,79
1985,SFN,0,9,0,0,81,0,4,0,0,81
1985,SLN,0,24,0,0,81,0,13,0,0,81
1985,TEX,0,8,0,0,80,0,10,0,0,80
1985,TOR,0,10,0,0,80,0,8,0,0,81
1986,ATL,0,10,0,0,81,1,7,0,0,80
1986,BAL,0,6,0,0,78,0,11,0,0,83
1986,BOS,0,19,0,0,81,0,17,0,0,80
1986,CAL,0,17,0,0,82,0,12,0,0,80
1986,CHA,0,12,0,0,81,1,6,1,0,81
1986,CHN,0,7,0,0,80,1,4,0,0,80
1986,CIN,0,7,0,0,81,0,7,0,0,81
1986,CLE,0,17,0,0,81,0,14,0,0,81
1986,DET,0,20,0,0,81,0,13,0,0,81
1986,HOU,0,12,1,0,81,0,6,0,0,81
1986,KCA,0,11,0,0,81,0,13,0,0,81
1986,LAN,0,20,0,0,81,0,15,0,0,81
1986,MIL,0,19,0,0,80,0,10,0,0,81
1986,MIN,0,16,0,0,81,0,23,0,0,81
1986,MON,0,10,0,0,80,0,5,0,0,81
1986,NYA,0,6,0,0,80,0,7,0,0,82
1986,NYN,0,18,0,0,81,0,9,0,0,81
1986,OAK,0,11,0,0,83,0,11,0,0,79
1986,PHI,0,14,0,0,80,0,8,0,0,81
1986,PIT,0,6,0,0,81,0,11,0,0,81
1986,SDN,0,8,0,0,81,0,5,0,0,81
1986,SEA,1,14,0,0,82,1,19,0,0,80
1986,SFN,0,14,0,0,81,0,4,0,0,81
1986,SLN,0,9,0,0,81,0,8,0,0,80
1986,TEX,0,9,0,0,81,0,6,0,0,81
1986,TOR,0,7,0,0,81,0,9,0,0,82
1987,ATL,0,5,0,0,81,0,11,0,0,80
1987,BAL,0,9,0,0,81,0,8,0,0,80
1987,BOS,0,25,0,0,80,0,22,0,0,82
1987,CAL,0,8,0,0,81,0,12,0,0,81
1987,CHA,0,9,0,0,81,0,20,0,0,81
1987,CHN,0,6,0,0,80,0,5,0,0,81
1987,CIN,0,5,0,0,81,0,2,0,0,81
1987,CLE,0,13,0,0,81,0,11,0,0,81
1987,DET,0,23,0,0,81,0,10,0,0,81
1987,HOU,0,6,0,0,81,1,7,0,0,81
1987,KCA,0,23,0,0,81,0,21,0,0,81
1987,LAN,0,21,0,0,81,0,8,0,0,81
1987,MIL,0,15,0,0,81,0,13,1,0,81
1987,MIN,0,6,0,0,81,0,10,0,0,81
1987,MON,0,10,0,0,81,0,6,0,0,81
1987,NYA,0,10,0,0,81,0,9,0,0,81
1987,NYN,0,9,0,0,81,0,7,0,0,81
1987,OAK,0,12,0,0,81,0,6,0,0,81
1987,PHI,0,6,0,0,81,0,7,0,0,81
1987,PIT,1,11,0,0,81,0,14,0,0,81
1987,SDN,0,9,0,0,81,0,5,0,0,81
1987,SEA,0,21,0,0,81,0,18,0,0,81
1987,SFN,0,13,0,0,81,0,6,0,0,81
1987,SLN,0,5,0,0,81,0,5,0,0,81
1987,TEX,0,12,0,0,81,0,8,0,0,80
1987,TOR,0,10,0,0,81,0,8,0,0,81
1988,ATL,0,5,0,0,79,0,9,0,0,81
1988,BAL,0,11,0,0,79,0,9,0,0,81
1988,BOS,0,10,0,0,81,0,16,0,0,81
1988,CAL,0,17,0,0,81,0,9,0,0,81
1988,CHA,0,6,0,0,81,0,5,0,0,80
1988,CHN,0,14,0,0,82,0,16,0,0,81
1988,CIN,0,10,1,1,80,0,14,0,0,81
1988,CLE,0,19,0,0,81,0,16,0,0,81
1988,DET,0,19,0,0,81,0,15,0,0,81
1988,HOU,0,10,0,0,81,0,11,0,0,81
1988,KCA,1,15,0,0,80,0,14,0,0,81
1988,LAN,0,18,0,0,81,0,14,0,0,81
1988,MIL,0,12,0,0,81,0,18,0,0,80
1988,MIN,1,8,0,0,81,1,10,0,0,81
1988,MON,0,7,0,0,81,0,11,1,0,82
1988,NYA,0,11,0,0,80,0,5,0,0,81
1988,NYN,0,23,0,0,80,0,8,0,0,80
1988,OAK,0,12,0,0,81,0,10,0,0,81
1988,PHI,0,9,0,0,81,0,7,0,0,81
1988,PIT,0,7,0,0,81,0,5,0,0,79
1988,SDN,0,16,0,0,81,0,14,0,0,80
1988,SEA,0,13,0,0,81,0,15,0,0,80
1988,SFN,0,14,0,0,81,0,11,0,0,81
1988,SLN,1,8,0,0,81,0,9,0,0,81
1988,TEX,0,22,0,0,81,0,19,0,0,80
1988,TOR,0,7,0,0,81,0,9,0,0,81
1989,ATL,0,7,0,0,79,0,8,0,0,82
1989,BAL,1,9,0,0,80,0,7,0,0,81
1989,BOS,0,6,0,0,81,0,8,0,0,80
1989,CAL,0,15,0,0,81,0,17,0,0,81
1989,CHA,0,5,0,0,80,0,4,0,0,81
1989,CHN,0,10,0,0,81,0,8,0,0,81
1989,CIN,1,8,0,0,81,0,8,0,0,81
1989,CLE,0,12,0,0,81,0,11,0,0,81
1989,DET,0,9,0,0,81,0,15,0,0,81
1989,HOU,0,8,0,0,82,0,11,0,0,80
1989,KCA,0,11,0,0,81,0,16,0,0,81
1989,LAN,0,13,0,0,81,0,12,0,0,79
1989,MIL,0,8,0,0,81,0,8,0,0,81
1989,MIN,0,7,0,0,81,0,12,0,0,81
1989,MON,1,12,0,0,81,0,8,0,0,81
1989,NYA,0,8,0,0,81,0,7,0,0,80
1989,NYN,0,10,0,0,81,1,14,0,0,81
1989,OAK,0,12,0,0,81,0,5,0,0,81
1989,PHI,0,9,0,0,81,0,1,0,0,82
1989,PIT,0,9,0,0,81,0,11,0,0,83
1989,SDN,0,11,0,0,81,1,10,0,0,81
1989,SEA,0,5,0,0,81,0,10,0,0,81
1989,SFN,0,9,0,0,81,0,3,0,0,81
1989,SLN,0,9,0,0,83,0,9,0,0,81
1989,TEX,0,11,0,0,81,0,15,0,0,81
1989,TOR,0,11,0,0,81,0,1,0,0,81
1990,ATL,0,12,0,0,81,0,5,0,0,81
1990,BAL,0,6,0,0,80,1,4,0,0,81
1990,BOS,0,7,0,0,80,0,8,0,0,81
1990,CAL,0,14,0,0,81,0,7,0,0,81
1990,CHA,0,3,0,0,80,0,14,1,0,82
1990,CHN,0,8,0,0,81,0,5,0,0,81
1990,CIN,0,7,0,0,81,0,7,0,0,81
1990,CLE,0,3,0,0,81,0,9,0,0,81
1990,DET,0,4,0,0,81,0,11,0,0,80
1990,HOU,0,8,0,0,81,1,4,0,0,81
1990,KCA,0,9,0,0,81,0,9,0,0,80
